price,bedrooms,bathrooms,floors,view,condition,grade,yr_built,yr_renovated,zipcode,lat,long,date_m,m2_living,m2_lot,m2_above,m2_basement,m2_living15,m2_lot15
640000.0,4,2.0,2.0,0.0,4,8,1904,0.0,98107,47.6702,-122.36200000000001,12,219.25117440000002,557.4182400000001,219.25117440000002,0.0,160.72225920000002,436.644288
240000.0,4,1.0,1.0,0.0,2,7,1969,0.0,98001,47.3341,-122.28200000000001,2,113.3417088,750.192048,82.68370560000001,30.658003200000003,119.8449216,724.643712
605000.0,4,2.5,2.0,0.0,3,8,1996,0.0,98056,47.5301,-122.18,6,243.40596480000002,701.69666112,243.40596480000002,0.0,243.40596480000002,1104.0597273600001
625000.0,4,2.5,2.0,0.0,3,9,2000,,98074,47.6145,-122.027,7,238.76081280000002,512.8247808,238.76081280000002,0.0,229.4705088,526.66733376
775000.0,4,2.25,1.0,0.0,3,8,1984,0.0,98166,47.445,-122.34700000000001,8,392.05082880000003,2246.95292544,241.54790400000002,150.50292480000002,223.89632640000002,2844.41237568
685000.0,3,1.0,2.0,0.0,3,7,1922,0.0,98119,47.6413,-122.36399999999999,10,145.85777280000002,211.8189312,145.85777280000002,0.0,146.7868032,245.26402560000002
309000.0,3,1.0,1.0,0.0,4,6,1959,0.0,98058,47.4485,-122.175,7,118.9158912,897.07175424,85.4707968,33.4450944,124.4900736,818.28997632
488000.0,3,2.5,2.0,0.0,3,8,2003,,98019,47.7443,-121.977,7,293.5736064,1263.76005312,293.5736064,0.0,283.35427200000004,857.68086528
210490.0,3,1.0,1.0,0.0,3,6,1966,0.0,98023,47.3066,-122.37100000000001,3,91.9740096,792.27712512,91.9740096,0.0,114.08493312,821.2628736
785000.0,4,2.5,2.0,0.0,4,9,1981,0.0,98007,47.6194,-122.15100000000001,7,212.74796160000002,1246.38718464,212.74796160000002,0.0,248.9801472,1271.3781024
450000.0,3,1.75,1.0,0.0,4,7,1953,0.0,98115,47.6796,-122.301,4,116.12880000000001,553.98082752,116.12880000000001,0.0,90.11594880000001,473.80550400000004
1350000.0,3,2.5,1.0,2.0,5,9,1953,0.0,98070,47.4041,-122.45100000000001,3,255.76206912,6039.162115200001,201.1350816,54.62698752,248.9801472,6736.6781395200005
228000.0,3,1.0,1.0,0.0,3,7,1955,0.0,98148,47.4258,-122.322,9,110.5546176,854.61506496,110.5546176,0.0,110.5546176,869.94406656
345000.0,5,2.5,1.0,0.0,4,8,1966,0.0,98056,47.4934,-122.189,2,292.64457600000003,848.5763673600001,152.36098560000002,140.2835904,184.87704960000002,848.48346432
600000.0,3,1.75,1.0,0.0,4,7,1950,,98117,47.6808,-122.384,12,130.99328640000002,379.04440320000003,92.90304,38.090246400000005,130.99328640000002,379.04440320000003
585000.0,2,1.75,1.0,0.0,3,7,1981,0.0,98117,47.6989,-122.369,2,183.9480192,794.320992,91.9740096,91.9740096,137.49649920000002,625.9806835200001
920000.0,5,2.25,1.5,0.0,3,8,1927,0.0,98105,47.6571,-122.281,3,253.62529920000003,557.4182400000001,197.88347520000002,55.741824,253.62529920000003,557.4182400000001
885000.0,4,2.5,2.0,0.0,3,9,1995,0.0,98105,47.6597,-122.29,5,262.9156032,464.51520000000005,262.9156032,0.0,181.160928,464.51520000000005
292500.0,4,2.5,2.0,0.0,3,7,2008,,98042,47.3663,-122.11399999999999,8,209.03184000000002,417.59916480000004,209.03184000000002,0.0,209.03184000000002,418.06368000000003
301000.0,3,2.5,2.0,0.0,3,8,2003,0.0,98042,47.3663,-122.12200000000001,4,224.8253568,441.28944,224.8253568,0.0,249.90917760000002,441.28944
951000.0,5,3.25,2.0,4.0,4,8,1968,,98008,47.588,-122.116,8,301.93488,1332.41539968,301.93488,0.0,274.99299840000003,1026.02117376
430000.0,4,3.0,2.0,0.0,3,8,1991,0.0,98059,47.5059,-122.149,2,171.87062400000002,926.8007270400001,171.87062400000002,0.0,210.88990080000002,793.5777676800001
650000.0,3,2.25,1.0,3.0,4,8,1959,0.0,98166,47.4336,-122.339,12,199.74153600000002,1972.7960544000002,147.7158336,52.0257024,238.76081280000002,1755.8674560000002
289000.0,3,1.75,1.0,0.0,3,7,1954,0.0,98148,47.4366,-122.335,8,117.05783040000001,780.385536,117.05783040000001,0.0,119.8449216,812.9016
505000.0,3,1.75,2.0,0.0,5,8,1973,0.0,98166,47.4428,-122.344,10,234.02275776000002,807.3274176000001,234.02275776000002,0.0,232.25760000000002,882.57888
549000.0,3,1.75,3.0,0.0,3,8,2014,0.0,98115,47.6765,-122.32,12,143.0706816,96.99077376000001,143.0706816,0.0,146.7868032,287.07039360000005
425000.0,3,2.25,1.0,0.0,3,7,1979,0.0,98122,47.6113,-122.29700000000001,6,154.2190464,557.4182400000001,103.12237440000001,51.096672000000005,133.7803776,379.04440320000003
317625.0,3,2.75,1.5,0.0,5,7,1925,0.0,98144,47.5747,-122.304,11,257.34142080000004,353.86767936,164.4383808,92.90304,133.7803776,371.61216
975000.0,4,2.5,2.0,0.0,3,10,1989,0.0,98004,47.5815,-122.19200000000001,9,252.6962688,1026.48568896,252.6962688,0.0,255.48336,1026.48568896
287000.0,4,2.5,2.0,0.0,3,7,2005,0.0,98001,47.3378,-122.257,10,208.1028096,431.81332992,208.1028096,0.0,206.33765184,423.35915328000004
204000.0,3,1.0,1.0,0.0,4,7,1968,,98042,47.3621,-122.11,8,92.90304,1121.3396928,92.90304,0.0,93.8320704,1173.8299104
1330000.0,5,2.25,1.0,0.0,3,8,1965,0.0,98004,47.6303,-122.215,6,297.289728,1872.7394803200002,148.644864,148.644864,314.9413056,1872.7394803200002
1040000.0,5,3.25,1.0,0.0,4,11,1973,0.0,98005,47.6525,-122.16,9,443.14750080000005,4653.8848857600005,285.2123328,157.935168,327.9477312,3615.50760768
325000.0,3,2.0,1.0,0.0,4,7,1972,0.0,98034,47.7362,-122.179,1,117.05783040000001,521.37186048,117.05783040000001,0.0,152.36098560000002,440.8249248
571000.0,4,2.0,1.5,0.0,5,7,1916,0.0,98125,47.7168,-122.287,6,255.48336,725.29403328,209.03184000000002,46.45152,140.2835904,725.29403328
360000.0,4,2.5,2.0,0.0,3,8,2005,,98038,47.3608,-122.036,7,221.1092352,464.51520000000005,221.1092352,0.0,224.8253568,464.51520000000005
349000.0,3,1.75,1.0,0.0,5,7,1965,0.0,98042,47.3511,-122.073,3,166.2964416,4694.29770816,101.26431360000001,65.032128,180.23189760000002,4694.29770816
832500.0,4,4.0,2.0,0.0,4,10,1986,0.0,98075,47.5822,-121.98700000000001,11,318.65742720000003,3261.0825100800002,222.03826560000002,96.61916160000001,301.00584960000003,3253.4644608000003
380000.0,4,1.75,1.0,0.0,3,7,1956,,98008,47.6034,-122.125,10,163.50935040000002,678.1921920000001,81.75467520000001,81.75467520000001,156.0771072,696.7728000000001
480000.0,3,1.0,1.0,0.0,3,7,1941,,98116,47.5636,-122.39399999999999,4,96.61916160000001,470.08938240000003,96.61916160000001,0.0,82.68370560000001,470.08938240000003
410000.0,3,1.0,1.0,0.0,4,7,1956,0.0,98133,47.7073,-122.34,6,130.99328640000002,470.08938240000003,84.5417664,46.45152,104.9804352,528.89700672
390000.0,3,2.5,2.0,0.0,3,8,2003,0.0,98038,47.3512,-122.008,12,218.322144,473.80550400000004,218.322144,0.0,218.322144,498.23900352000004
360000.0,4,2.5,2.0,0.0,3,7,1992,0.0,98038,47.349,-122.031,12,176.51577600000002,547.1060025600001,176.51577600000002,0.0,173.72868480000002,595.0439712
355000.0,2,1.0,1.0,0.0,3,7,1948,0.0,98118,47.5474,-122.291,10,187.6641408,624.3084288,93.8320704,93.8320704,159.7932288,624.3084288
356000.0,3,1.5,1.0,0.0,3,8,1964,0.0,98059,47.4811,-122.149,1,156.0771072,809.3712844800001,156.0771072,0.0,171.87062400000002,817.26804288
315000.0,3,1.0,1.0,0.0,3,6,1952,0.0,98125,47.7264,-122.31,6,89.18691840000001,616.31876736,89.18691840000001,0.0,145.85777280000002,669.18059712
940000.0,3,1.5,2.0,0.0,3,9,1925,0.0,98119,47.6337,-122.365,11,198.8125056,334.45094400000005,176.51577600000002,22.296729600000003,187.6641408,445.934592
305000.0,5,2.25,1.5,0.0,5,7,1961,0.0,98092,47.2909,-122.189,11,247.12208640000003,780.385536,247.12208640000003,0.0,147.7158336,758.5533216
461000.0,3,3.25,2.0,0.0,3,9,2006,0.0,98056,47.5228,-122.199,6,257.34142080000004,583.2452851200001,183.9480192,73.3934016,176.51577600000002,682.74444096
215000.0,2,2.25,2.0,0.0,4,7,1979,,98056,47.518,-122.194,5,149.5738944,189.52220160000002,149.5738944,0.0,181.160928,188.128656
335000.0,2,1.75,2.0,0.0,3,7,2006,,98136,47.5394,-122.387,9,95.69013120000001,99.03464064,71.0708256,24.6193056,95.69013120000001,102.75076224
243500.0,4,2.5,2.0,0.0,3,7,1988,0.0,98023,47.2897,-122.37200000000001,5,183.9480192,687.76120512,183.9480192,0.0,183.9480192,697.7018304000001
1100000.0,5,2.75,2.0,0.0,4,10,2001,0.0,98199,47.6506,-122.391,3,327.01870080000003,590.21301312,327.01870080000003,0.0,234.11566080000003,580.644
153000.0,3,1.0,1.0,0.0,3,7,1962,0.0,98023,47.321999999999996,-122.351,2,111.483648,975.4819200000001,111.483648,0.0,125.419104,975.4819200000001
430000.0,3,1.5,1.0,0.0,3,8,1939,0.0,98117,47.687,-122.38600000000001,7,146.7868032,464.51520000000005,119.8449216,26.941881600000002,145.85777280000002,418.06368000000003
700000.0,3,1.5,1.0,0.0,3,8,1939,0.0,98117,47.687,-122.38600000000001,12,146.7868032,464.51520000000005,119.8449216,26.941881600000002,145.85777280000002,418.06368000000003
905000.0,4,2.5,1.0,0.0,3,7,1946,1991.0,98040,47.5873,-122.249,9,306.580032,952.25616,222.03826560000002,84.5417664,181.160928,561.5988768000001
247500.0,3,1.75,1.0,0.0,3,7,1967,0.0,98032,47.3576,-122.277,3,182.0899584,1456.81257024,182.0899584,0.0,162.58032,1450.77387264
199000.0,4,1.5,1.0,0.0,4,7,1975,0.0,98023,47.3036,-122.37799999999999,9,107.76752640000001,594.579456,107.76752640000001,0.0,107.76752640000001,594.579456
314000.0,3,1.75,1.0,0.0,5,7,1980,0.0,98038,47.4109,-121.958,7,168.1545024,3883.3470720000005,112.4126784,55.741824,153.290016,12545.25490944
437500.0,3,2.5,2.0,2.0,3,9,1992,0.0,98045,47.4838,-121.714,5,215.53505280000002,3423.1983148800005,215.53505280000002,0.0,236.90275200000002,3257.6450976
850830.0,3,2.5,1.5,0.0,5,9,1910,0.0,98102,47.6415,-122.315,6,192.3092928,1230.12915264,117.9868608,74.322432,204.38668800000002,418.06368000000003
555000.0,3,2.0,1.5,0.0,4,7,1929,0.0,98117,47.6775,-122.37200000000001,10,183.9480192,323.11677312,133.7803776,50.1676416,149.5738944,323.11677312
699950.0,3,2.25,2.0,0.0,4,8,1983,0.0,98077,47.7731,-122.08,12,203.4576576,9995.716782720001,203.4576576,0.0,238.76081280000002,4438.62854208
1090000.0,3,2.5,2.0,0.0,3,8,1950,2010.0,98004,47.5814,-122.196,10,271.2768768,753.72236352,271.2768768,0.0,220.1802048,753.72236352
290000.0,3,1.0,1.0,0.0,3,7,1954,0.0,98058,47.4375,-122.184,9,112.4126784,3151.1782137600003,112.4126784,0.0,152.36098560000002,1385.1843264000001
375000.0,3,2.5,1.0,0.0,4,8,1978,,98058,47.4431,-122.133,4,217.39311360000002,929.4949152,135.6384384,81.75467520000001,209.03184000000002,758.2746124800001
460000.0,3,1.0,1.5,0.0,4,7,1939,0.0,98117,47.6878,-122.38,5,155.1480768,372.0766752,108.69655680000001,46.45152,115.19976960000001,372.0766752
188500.0,2,1.75,1.0,0.0,4,8,1985,0.0,98198,47.3813,-122.322,7,115.19976960000001,231.60727872,115.19976960000001,0.0,117.9868608,461.35649664000005
680000.0,4,2.5,2.0,0.0,4,10,1991,0.0,98077,47.7304,-122.08200000000001,3,291.71554560000004,2604.72253248,291.71554560000004,0.0,277.7800896,3251.6993030400004
470000.0,5,1.75,2.0,0.0,4,7,1942,0.0,98052,47.6417,-122.109,8,188.5931712,1146.60931968,188.5931712,0.0,232.25760000000002,876.35437632
597750.0,4,2.5,2.0,0.0,3,8,1984,,98027,47.5386,-122.053,7,214.6060224,894.09885696,214.6060224,0.0,180.23189760000002,895.21369344
570000.0,3,1.75,1.0,0.0,5,6,1905,0.0,98103,47.6823,-122.34899999999999,3,117.05783040000001,309.18131712,65.032128,52.0257024,128.2061952,328.50514944
329950.0,3,1.75,1.0,2.0,3,7,1971,0.0,98108,47.5474,-122.295,11,193.23832320000002,554.53824576,100.3352832,92.90304,194.1673536,510.96672
518500.0,3,3.5,3.0,0.0,3,8,2010,0.0,98103,47.6824,-122.34700000000001,6,147.7158336,102.37915008,147.7158336,0.0,150.50292480000002,294.13102464
205425.0,2,1.0,1.0,0.0,4,6,1945,0.0,98178,47.5009,-122.24799999999999,6,81.75467520000001,629.8826112,81.75467520000001,0.0,110.5546176,629.8826112
171800.0,4,2.0,1.0,0.0,3,6,1950,0.0,98168,47.4965,-122.303,1,145.85777280000002,891.869184,145.85777280000002,0.0,174.6577152,836.1273600000001
535000.0,4,1.0,1.5,0.0,4,7,1925,0.0,98144,47.586999999999996,-122.294,5,149.5738944,277.03686528000003,149.5738944,0.0,149.5738944,375.3282816
660000.0,3,2.5,1.0,2.0,3,8,1964,0.0,98177,47.7728,-122.38600000000001,1,222.967296,601.45428096,144.9287424,78.0385536,217.39311360000002,1008.55540224
391500.0,3,2.0,1.0,0.0,3,7,1987,,98034,47.7288,-122.226,11,134.709408,848.39056128,134.709408,0.0,146.7868032,845.7892761600001
395000.0,2,1.0,1.0,0.0,3,6,1953,0.0,98117,47.6999,-122.36399999999999,4,71.5353408,557.4182400000001,71.5353408,0.0,158.86419840000002,557.4182400000001
445000.0,4,1.75,1.5,0.0,5,7,1924,0.0,98118,47.5299,-122.266,11,195.096384,408.77337600000004,159.7932288,35.3031552,171.87062400000002,408.77337600000004
770000.0,3,2.25,2.0,0.0,3,9,1990,0.0,98052,47.6897,-122.098,6,270.34784640000004,947.98262016,270.34784640000004,0.0,250.838208,1299.8993356800001
1450000.0,4,2.75,1.5,0.0,3,8,1914,1992.0,98004,47.6141,-122.212,3,255.48336,1652.65217856,183.9480192,71.5353408,284.2833024,1047.481776
445000.0,3,2.25,1.0,2.0,3,8,1967,0.0,98178,47.5091,-122.244,7,195.096384,761.89783104,150.50292480000002,44.593459200000005,247.12208640000003,809.3712844800001
260000.0,4,2.25,1.0,0.0,3,8,1978,,98023,47.3129,-122.39,7,200.6705664,818.5686854400001,126.3481344,74.322432,194.1673536,780.385536
822500.0,5,3.5,2.0,0.0,5,7,1926,,98103,47.6763,-122.352,6,215.53505280000002,460.79907840000004,159.7932288,55.741824,157.935168,460.79907840000004
212000.0,3,1.75,1.0,0.0,4,7,1986,0.0,98092,47.2761,-122.152,1,98.4772224,731.61144,98.4772224,0.0,131.9223168,713.4953472000001
660500.0,4,2.25,1.0,0.0,3,8,1986,0.0,98027,47.5343,-122.054,4,186.73511040000002,892.14789312,133.7803776,52.9547328,191.38026240000002,909.79947072
784000.0,3,3.5,1.5,0.0,3,9,1989,0.0,98052,47.696999999999996,-122.072,6,366.967008,10319.483877120001,228.54147840000002,138.4255296,230.39953920000002,8221.91904
453246.0,3,2.5,2.0,0.0,3,8,2014,0.0,98029,47.5517,-121.99799999999999,5,186.73511040000002,212.46925248000002,129.1352256,57.599884800000005,157.00613760000002,154.40485248000002
675000.0,4,3.5,3.0,0.0,3,9,2005,0.0,98107,47.6734,-122.38,1,198.8125056,211.63312512000002,198.8125056,0.0,143.0706816,212.2834464
199000.0,3,1.75,1.0,0.0,4,7,1956,,98003,47.3257,-122.296,8,122.63201280000001,1615.5838656,122.63201280000001,0.0,143.99971200000002,1789.7770656
220000.0,4,1.75,1.0,0.0,3,7,1968,0.0,98003,47.3309,-122.29899999999999,8,187.6641408,728.3598336,93.8320704,93.8320704,162.58032,756.2307456000001
452000.0,4,2.25,1.0,0.0,4,8,1968,,98028,47.7689,-122.266,5,240.61887360000003,929.21620608,124.4900736,116.12880000000001,143.99971200000002,969.5361254400001
382500.0,2,1.0,1.0,0.0,3,6,1981,0.0,98125,47.7135,-122.287,7,110.5546176,412.48949760000005,110.5546176,0.0,98.4772224,530.9408736
519950.0,3,2.25,3.0,0.0,3,8,2014,,98107,47.6722,-122.381,5,108.69655680000001,116.03589696,108.69655680000001,0.0,125.419104,121.70298240000001
665000.0,2,1.0,1.0,0.0,3,7,1925,0.0,98119,47.6338,-122.35799999999999,6,103.12237440000001,297.289728,103.12237440000001,0.0,108.69655680000001,334.45094400000005
527700.0,5,2.5,1.0,0.0,4,8,1968,,98006,47.5707,-122.12799999999999,7,261.98657280000003,870.966,143.99971200000002,117.9868608,261.98657280000003,870.966
205000.0,3,1.0,1.0,0.0,4,7,1962,0.0,98058,47.4563,-122.171,5,149.5738944,797.01518016,93.8320704,55.741824,149.5738944,797.01518016
420000.0,3,1.0,1.0,0.0,4,7,1923,,98133,47.7144,-122.351,4,98.4772224,752.23591488,87.3288576,11.148364800000001,144.9287424,737.6501376
500000.0,4,2.25,1.0,0.0,4,8,1961,0.0,98006,47.5495,-122.17399999999999,2,188.5931712,791.25519168,128.2061952,60.386976000000004,207.1737792,819.7764249600001
921500.0,4,2.5,2.0,0.0,4,9,1994,0.0,98077,47.7421,-122.02600000000001,12,340.9541568,29299.203336960003,340.9541568,0.0,263.8446336,8174.631392640001
890000.0,4,1.0,2.0,0.0,3,8,1905,0.0,98109,47.6354,-122.353,6,236.90275200000002,371.61216,220.1802048,16.7225472,204.38668800000002,371.61216
430000.0,2,2.5,2.0,0.0,3,7,2007,0.0,98027,47.5262,-121.943,8,224.8253568,5665.598991360001,224.8253568,0.0,180.23189760000002,18008.51107968
258000.0,5,2.0,1.0,0.0,4,8,1960,0.0,98032,47.3887,-122.286,10,209.9608704,1161.288,104.9804352,104.9804352,126.3481344,1672.2547200000001
511000.0,3,1.0,1.0,0.0,3,7,1947,0.0,98103,47.6873,-122.336,11,132.85134720000002,320.9800032,91.0449792,41.806368000000006,134.709408,427.26108096
532170.0,3,2.0,2.0,0.0,3,8,1990,0.0,98103,47.6838,-122.353,8,126.3481344,287.07039360000005,126.3481344,0.0,139.35456000000002,287.07039360000005
560000.0,3,1.0,1.5,0.0,3,7,1947,0.0,98107,47.655,-122.359,4,103.12237440000001,464.51520000000005,103.12237440000001,0.0,131.9223168,464.51520000000005
282950.0,3,1.0,1.0,0.0,4,7,1954,0.0,98003,47.3255,-122.304,3,116.12880000000001,761.804928,116.12880000000001,0.0,156.0771072,802.0319443200001
2250000.0,4,3.25,2.0,3.0,3,12,2006,0.0,98006,47.562,-122.162,4,481.23774720000006,1844.125344,328.8767616,152.36098560000002,293.5736064,905.8046400000001
350000.0,1,1.0,1.0,0.0,3,7,1942,0.0,98115,47.678999999999995,-122.3,5,65.032128,473.80550400000004,65.032128,0.0,93.8320704,473.80550400000004
215000.0,3,1.0,1.0,0.0,4,7,1967,0.0,98058,47.4479,-122.176,7,109.62558720000001,712.4734137600001,109.62558720000001,0.0,110.5546176,712.4734137600001
650000.0,5,3.5,2.0,0.0,3,9,1996,0.0,98056,47.525,-122.17200000000001,11,367.8960384,2345.3372448,232.25760000000002,135.6384384,245.26402560000002,1270.4490720000001
320000.0,4,2.75,1.0,0.0,3,8,1967,0.0,98023,47.3135,-122.369,8,245.26402560000002,696.7728000000001,150.50292480000002,94.76110080000001,183.9480192,731.61144
247000.0,3,2.0,1.5,0.0,3,7,1916,2013.0,98022,47.2086,-121.99600000000001,11,117.9868608,668.7160819200001,117.9868608,0.0,107.76752640000001,668.7160819200001
320000.0,4,1.75,1.0,0.0,4,8,1968,0.0,98059,47.4715,-122.118,10,163.50935040000002,1038.6559872,163.50935040000002,0.0,160.72225920000002,1038.6559872
255000.0,5,2.25,1.0,0.0,3,7,1962,0.0,98146,47.4877,-122.335,5,191.38026240000002,801.9390412800001,95.69013120000001,95.69013120000001,93.8320704,1085.1075072
438000.0,3,1.75,1.0,0.0,3,7,1962,0.0,98034,47.7171,-122.193,3,165.36741120000002,897.4433664000001,165.36741120000002,0.0,111.483648,897.4433664000001
900000.0,3,2.5,2.0,0.0,3,10,2000,0.0,98075,47.6012,-122.023,3,315.870336,1542.46917312,315.870336,0.0,315.870336,1170.6712070400001
441000.0,3,2.75,1.0,0.0,3,7,1979,0.0,98034,47.7319,-122.22399999999999,6,177.4448064,676.3341312,107.76752640000001,69.67728000000001,158.86419840000002,757.3455820800001
420000.0,3,2.0,1.0,0.0,4,7,1975,0.0,98027,47.4582,-122.023,8,187.6641408,3561.1593292800003,93.8320704,93.8320704,196.02541440000002,3399.3222336000003
370000.0,3,1.75,1.0,0.0,3,7,1976,0.0,98034,47.7209,-122.16799999999999,12,146.7868032,650.32128,109.62558720000001,37.161216,152.36098560000002,696.7728000000001
269950.0,2,1.75,1.0,0.0,5,5,1949,0.0,98198,47.408,-122.32700000000001,2,124.4900736,673.54704,65.032128,59.4579456,170.01256320000002,905.8046400000001
807100.0,4,2.5,2.0,0.0,3,9,1999,0.0,98006,47.565,-122.125,3,248.9801472,417.97077696,248.9801472,0.0,271.2768768,418.06368000000003
653000.0,3,2.5,1.0,0.0,4,8,1979,0.0,98034,47.7028,-122.23100000000001,6,248.9801472,905.8046400000001,149.5738944,99.4062528,230.39953920000002,812.9016
371500.0,3,2.0,1.0,0.0,5,7,1964,0.0,98133,47.7458,-122.331,6,127.27716480000001,774.43974144,127.27716480000001,0.0,164.4383808,677.0773555200001
284000.0,3,1.75,1.0,0.0,3,7,1954,0.0,98166,47.4776,-122.337,3,144.9287424,1950.9638400000001,144.9287424,0.0,99.4062528,735.7920768
